ProductID,ProductName,Category,SubCategory,Brand,CostPrice
514,HomeCentre Decor Model-514,Home,Decor,HomeCentre,8778.19
1799,Samsung Smartphones Model-1799,Electronics,Smartphones,Samsung,46993.55
1170,Reebok Fitness Model-1170,Sports,Fitness,Reebok,18002.07
1671,HomeCentre Decor Model-1671,Home,Decor,HomeCentre,26114.39
2375,Zara Women,,Women,Zara,19776.96
387,Cosco Indoor Model-387,Sports,Indoor,Cosco,9953.54
1552,Carter Kids,123,@@@,Carter,36800.4
130,Nike Fitness Model-130,Sports,Fitness,Nike,34084.64
1416,Wildcraft Outdoor Model-1416,Sports,Outdoor,Wildcraft,29941.52
1908,Logitech Accessories Model-1908,Electronics,Accessories,Logitech,21989.22
2392,Yonex Indoor,Sports,,Yonex,20983.13
792,Pigeon Kitchen Model-792,Home,Kitchen,Pigeon,45574.02
3850,Carter Kids,###,Kids,###,24468.51
2380,,,Laptops,HP,25168.51
1227,Adidas Men Model-1227,Fashion,Men,Adidas,41180.91
1459,Dell Laptops Model-1459,Electronics,Laptops,Dell,6173.46
837,HomeCentre Decor Model-837,Home,Decor,HomeCentre,3469.58
622,Puma Men Model-622,Fashion,Men,Puma,23754.64
1647,Carter Kids Model-1647,Fashion,Kids,Carter,47422.36
48,Asus Laptops Model-48,Electronics,Laptops,Asus,34133.02
681,Logitech Accessories Model-681,Electronics,Accessories,Logitech,24606.22
2203,,Home,Furniture,Ikea,17990.64
INVALID,HomeCentre Decor,Home,Decor,INVALID_BRAND,43182.48
372,Quechua Outdoor Model-372,Sports,Outdoor,Quechua,48445.73
1236,Hopscotch Kids Model-1236,Fashion,Kids,Hopscotch,39602.64
860,Duroflex Decor Model-860,Home,Decor,Duroflex,31838.94
898,Logitech Accessories Model-898,Electronics,Accessories,Logitech,16913.86
471,OnePlus Smartphones Model-471,Electronics,Smartphones,OnePlus,34286.49
995,Logitech Accessories Model-995,Electronics,Accessories,Logitech,23967.92
1663,Carter Kids Model-1663,Fashion,Kids,Carter,35303.7
569,Yonex Indoor Model-569,Sports,Indoor,Yonex,27530.28
876,Nike Fitness Model-876,Sports,Fitness,Nike,43575.72
1636,Ikea Furniture Model-1636,Home,Furniture,Ikea,42756.96
771,Samsung Smartphones,Electronics,INVALID_SUB,###,8703.58
2087,Quechua Outdoor Model-2087,Sports,Outdoor,Quechua,45086.48
1653,Quechua Outdoor Model-1653,Sports,Outdoor,Quechua,41306.85
699,Quechua Outdoor Model-699,Sports,Outdoor,Quechua,17332.69
337,OnePlus Smartphones Model-337,Electronics,Smartphones,OnePlus,14015.67
692,Logitech Accessories Model-692,Electronics,Accessories,Logitech,43466.68
1442,Lenovo Laptops Model-1442,Electronics,Laptops,Lenovo,42827.64
280,Prestige Kitchen Model-280,Home,Kitchen,Prestige,38161.3
241,Puma Men Model-241,Fashion,Men,Puma,18826.69
1248,Adidas Men Model-1248,Fashion,Men,Adidas,11906.16
3912,Cosco Indoor,###,Indoor,Cosco,28666.07
1857,Ikea Furniture Model-1857,Home,Furniture,Ikea,26165.53
2310,,Electronics,Accessories,Boat,10078.68
400,Lenovo Laptops Model-400,Electronics,Laptops,Lenovo,46813.77
157,Wildcraft Outdoor Model-157,Sports,Outdoor,Wildcraft,12129.22
840,Cosco Indoor,Sports,999,###,20607.68
1335,Hopscotch Kids Model-1335,Fashion,Kids,Hopscotch,30702.66
1925,Puma Men Model-1925,Fashion,Men,Puma,22385.38
20,Apple Smartphones Model-20,Electronics,Smartphones,Apple,11080.38
2299,,Sports,,Yonex,17653.34
769,Reebok Fitness Model-769,Sports,Fitness,Reebok,42784.08
2330,Asus Laptops,Electronics,Laptops,,14151.78
INVALID,Cosco Indoor,Sports,Indoor,Cosco,32478.06
1380,Reebok Fitness Model-1380,Sports,Fitness,Reebok,36239.47
2054,Zara Women Model-2054,Fashion,Women,Zara,46928.82
1109,Pigeon Kitchen Model-1109,Home,Kitchen,Pigeon,27606.54
825,Ikea Furniture Model-825,Home,Furniture,Ikea,708.61
1954,Godrej Furniture Model-1954,Home,Furniture,Godrej,11923.66
1999,Duroflex Decor Model-1999,Home,Decor,Duroflex,30557.95
2026,Quechua Outdoor Model-2026,Sports,Outdoor,Quechua,45127.23
2248,Quechua Outdoor,,Outdoor,Quechua,16274.61
1830,Boat Accessories Model-1830,Electronics,Accessories,Boat,47136.49
571,Cosco Indoor Model-571,Sports,Indoor,Cosco,23156.0
270,Pigeon Kitchen Model-270,Home,Kitchen,Pigeon,2024.01
1474,Wildcraft Outdoor,UNKNOWN_CATEGORY,Outdoor,Wildcraft,40632.13
PROD###,Nike Fitness,Sports,@@@,Nike,42547.86
1514,Logitech Accessories Model-1514,Electronics,Accessories,Logitech,1004.8
1147,Adidas Men Model-1147,Fashion,Men,Adidas,1863.02
1140,Godrej Furniture Model-1140,Home,Furniture,Godrej,15717.5
783,Duroflex Decor Model-783,Home,Decor,Duroflex,38953.71
1427,Duroflex Decor Model-1427,Home,Decor,Duroflex,38598.42
1480,Ikea Furniture Model-1480,Home,Furniture,Ikea,9261.3
1161,Zara Women,Fashion,Women,Zara,-500
1362,Quechua Outdoor,###,Outdoor,123,48049.49
911,Apple Smartphones Model-911,Electronics,Smartphones,Apple,16003.75
123,Zara Women Model-123,Fashion,Women,Zara,4102.9
829,Nike Fitness Model-829,Sports,Fitness,Nike,6949.4
1454,Lenovo Laptops Model-1454,Electronics,Laptops,Lenovo,46042.88
2128,Reebok Fitness,,Fitness,Reebok,26181.51
1052,Asus Laptops Model-1052,Electronics,Laptops,Asus,351.03
472,HomeCentre Decor Model-472,Home,Decor,HomeCentre,39881.45
1724,Nike Fitness Model-1724,Sports,Fitness,Nike,25445.97
657,HomeCentre Decor Model-657,Home,Decor,HomeCentre,1849.24
854,Prestige Kitchen Model-854,Home,Kitchen,Prestige,12775.78
1660,Quechua Outdoor Model-1660,Sports,Outdoor,Quechua,21452.47
2395,Reebok Fitness,,Fitness,Reebok,
442,Hopscotch Kids Model-442,Fashion,Kids,Hopscotch,24220.55
610,HomeCentre Decor Model-610,Home,Decor,HomeCentre,16627.53
1225,Dell Laptops Model-1225,Electronics,Laptops,Dell,29328.44
1984,H&M Women Model-1984,Fashion,Women,H&M,33629.12
2221,Boat Accessories,Electronics,,Boat,3918.87
289,H&M Women Model-289,Fashion,Women,H&M,29746.34
585,Yonex Indoor Model-585,Sports,Indoor,Yonex,47178.65
1986,@@@@,Electronics,Accessories,Sony,6304.19
1829,Hopscotch Kids Model-1829,Fashion,Kids,Hopscotch,2263.9
1706,Adidas Men Model-1706,Fashion,Men,Adidas,17735.93
1639,Logitech Accessories Model-1639,Electronics,Accessories,Logitech,31355.41
1,Google Smartphones Model-1,Electronics,Smartphones,Google,13889.82
1423,Boat Accessories Model-1423,Electronics,Accessories,Boat,36521.74
1589,H&M Women Model-1589,Fashion,Women,H&M,22008.27
660,Pigeon Kitchen Model-660,Home,Kitchen,Pigeon,33643.48
2354,Google Smartphones,Electronics,@@@,Google,34038.36
3166,NULL,Fashion,Men,Nike,47195.23
1863,Zara Women Model-1863,Fashion,Women,Zara,13673.74
922,Reebok Fitness Model-922,Sports,Fitness,Reebok,45752.46
625,HomeCentre Decor Model-625,Home,Decor,HomeCentre,16144.96
2171,Pigeon Kitchen,Home,Kitchen,,
1482,Levis Women Model-1482,Fashion,Women,Levis,19439.3
1472,Yonex Indoor Model-1472,Sports,Indoor,Yonex,7776.4
178,Cosco Indoor Model-178,Sports,Indoor,Cosco,38543.11
511,Puma Men Model-511,Fashion,Men,Puma,8489.1
1914,Boat Accessories Model-1914,Electronics,Accessories,Boat,17296.61
1571,Hopscotch Kids Model-1571,Fashion,Kids,Hopscotch,28265.31
188,Godrej Furniture Model-188,Home,Furniture,Godrej,42760.29
1775,Quechua Outdoor Model-1775,Sports,Outdoor,Quechua,24240.73
2071,Adidas Men,Fashion,999,INVALID_BRAND,15758.92
1886,Samsung Smartphones Model-1886,Electronics,Smartphones,Samsung,30897.56
445,HomeCentre Decor Model-445,Home,Decor,HomeCentre,15851.89
1670,Cosco Indoor Model-1670,Sports,Indoor,Cosco,37705.14
1672,Zara Women Model-1672,Fashion,Women,Zara,7515.29
1083,Adidas Men Model-1083,Fashion,Men,Adidas,14505.83
2262,H&M Women,,Women,H&M,28958.52
2061,Boat Accessories Model-2061,Electronics,Accessories,Boat,17986.67
2183,HomeCentre Decor,Home,Decor,HomeCentre,
2313,Hopscotch Kids,,Kids,Hopscotch,49629.82
397,HomeCentre Decor Model-397,Home,Decor,HomeCentre,27739.41
142,Godrej Furniture Model-142,Home,Furniture,Godrej,49796.69
1301,Duroflex Decor Model-1301,Home,Decor,Duroflex,26322.89
1722,Lenovo Laptops Model-1722,Electronics,Laptops,Lenovo,17329.76
2222,,Sports,Indoor,Cosco,21463.74
3191,Hopscotch Kids,UNKNOWN_CATEGORY,Kids,INVALID_BRAND,36507.69
2164,,Sports,Indoor,Yonex,39157.51
155,Zara Women Model-155,Fashion,Women,Zara,3395.3
2296,Logitech Accessories,Electronics,Accessories,Logitech,
389,Levis Women Model-389,Fashion,Women,Levis,25264.62
1855,12345,Home,Kitchen,###,36706.66
1195,Apple Smartphones Model-1195,Electronics,Smartphones,Apple,29809.34
1565,Adidas Men Model-1565,Fashion,Men,Adidas,46620.23
547,Carter Kids Model-547,Fashion,Kids,Carter,2862.37
2143,Ikea Furniture,Home,,,11658.49
1664,Godrej Furniture Model-1664,Home,Furniture,Godrej,35754.2
835,Asus Laptops Model-835,Electronics,Laptops,Asus,17381.36
973,HP Laptops Model-973,Electronics,Laptops,HP,28332.1
759,Reebok Fitness Model-759,Sports,Fitness,Reebok,46700.09
627,HomeCentre Decor Model-627,Home,Decor,HomeCentre,15698.96
704,Reebok Fitness Model-704,Sports,Fitness,Reebok,42863.89
1809,Ikea Furniture Model-1809,Home,Furniture,Ikea,9334.6
757,Nike Fitness Model-757,Sports,Fitness,Nike,12895.29
1909,Duroflex Decor Model-1909,Home,Decor,Duroflex,37697.54
ABC123,Nike Fitness,Sports,@@@,Nike,29490.66
363,Pigeon Kitchen Model-363,Home,Kitchen,Pigeon,25677.46
1682,Logitech Accessories Model-1682,Electronics,Accessories,Logitech,10192.42
1277,Wildcraft Outdoor Model-1277,Sports,Outdoor,Wildcraft,21944.44
2016,Nike Men Model-2016,Fashion,Men,Nike,24020.2
872,Dell Laptops Model-872,Electronics,Laptops,Dell,30508.49
229,Ikea Furniture Model-229,Home,Furniture,Ikea,2904.57
PROD###,Pigeon Kitchen,Home,INVALID_SUB,Pigeon,15295.93
670,Levis Women Model-670,Fashion,Women,Levis,21512.01
184,Pigeon Kitchen Model-184,Home,Kitchen,Pigeon,47545.07
2240,,Electronics,Smartphones,Apple,
694,Apple Smartphones Model-694,Electronics,Smartphones,Apple,16243.92
1586,Reebok Fitness Model-1586,Sports,Fitness,Reebok,49558.47
1953,Ikea Furniture Model-1953,Home,Furniture,Ikea,25601.05
1135,H&M Women Model-1135,Fashion,Women,H&M,39905.79
93,Pigeon Kitchen Model-93,Home,Kitchen,Pigeon,8708.81
1572,Duroflex Decor Model-1572,Home,Decor,Duroflex,42980.25
700,Hopscotch Kids Model-700,Fashion,Kids,Hopscotch,27876.6
1203,Lenovo Laptops Model-1203,Electronics,Laptops,Lenovo,37392.8
1698,HomeCentre Decor Model-1698,Home,Decor,HomeCentre,24048.75
376,HomeCentre Decor Model-376,Home,Decor,HomeCentre,45124.45
1084,Yonex Indoor Model-1084,Sports,Indoor,Yonex,32579.81
465,Godrej Furniture Model-465,Home,Furniture,Godrej,3440.25
333,Puma Men Model-333,Fashion,Men,Puma,4674.41
1160,H&M Women Model-1160,Fashion,Women,H&M,11495.15
2236,H&M Women,Fashion,Women,,
1645,Puma Men Model-1645,Fashion,Men,Puma,38282.51
561,HomeCentre Decor Model-561,Home,Decor,HomeCentre,39624.1
764,Dell Laptops Model-764,Electronics,Laptops,Dell,6180.2
980,Apple Smartphones Model-980,Electronics,Smartphones,Apple,5641.16
3814,Cosco Indoor,123,Indoor,Cosco,FREE
539,Carter Kids Model-539,Fashion,Kids,Carter,44598.6
1413,H&M Women Model-1413,Fashion,Women,H&M,21522.83
1264,HomeCentre Decor Model-1264,Home,Decor,HomeCentre,43165.99
981,Hopscotch Kids Model-981,Fashion,Kids,Hopscotch,45126.72
199,Hopscotch Kids Model-199,Fashion,Kids,Hopscotch,39760.9
1490,Hopscotch Kids Model-1490,Fashion,Kids,Hopscotch,17105.1
728,Boat Accessories Model-728,Electronics,Accessories,Boat,49903.14
1156,Boat Accessories Model-1156,Electronics,Accessories,Boat,49511.09
589,Godrej Furniture Model-589,Home,Furniture,Godrej,6175.74
PROD###,Puma Men,Fashion,Men,Puma,41395.73
463,Duroflex Decor Model-463,Home,Decor,Duroflex,43143.23
1530,Quechua Outdoor Model-1530,Sports,Outdoor,Quechua,130.1
752,Pigeon Kitchen Model-752,Home,Kitchen,Pigeon,24403.39
1718,Carter Kids Model-1718,Fashion,Kids,Carter,13331.85
2097,Wildcraft Outdoor Model-2097,Sports,Outdoor,Wildcraft,37435.96
405,OnePlus Smartphones Model-405,Electronics,Smartphones,OnePlus,39825.25
901,Hopscotch Kids Model-901,Fashion,Kids,Hopscotch,4944.7
953,12345,Sports,Outdoor,Quechua,PRICE
703,Sony Accessories Model-703,Electronics,Accessories,Sony,36894.52
1916,Nike Men Model-1916,Fashion,Men,Nike,38634.68
3086,Pigeon Kitchen,123,Kitchen,Pigeon,FREE
1728,Godrej Furniture Model-1728,Home,Furniture,Godrej,38350.28
864,OnePlus Smartphones Model-864,Electronics,Smartphones,OnePlus,47284.05
2147,Quechua Outdoor,,Outdoor,Quechua,20072.29
48,12345,Home,999,Prestige,3704.31
671,Carter Kids Model-671,Fashion,Kids,Carter,24782.34
1068,HP Laptops Model-1068,Electronics,Laptops,HP,17257.61
1046,Hopscotch Kids Model-1046,Fashion,Kids,Hopscotch,36615.28
1539,Wildcraft Outdoor Model-1539,Sports,Outdoor,Wildcraft,22592.64
603,Nike Fitness Model-603,Sports,Fitness,Nike,27234.5
1679,Ikea Furniture Model-1679,Home,Furniture,Ikea,10012.06
1864,Apple Smartphones Model-1864,Electronics,Smartphones,Apple,31389.26
1906,Boat Accessories Model-1906,Electronics,Accessories,Boat,16637.87
ABC123,12345,Fashion,Kids,Carter,23510.25
1787,HomeCentre Decor Model-1787,Home,Decor,HomeCentre,28101.77
2362,Zara Women,Fashion,,,45327.97
3572,@@@@,Sports,Outdoor,###,13424.89
1807,Asus Laptops Model-1807,Electronics,Laptops,Asus,37838.76
1555,Hopscotch Kids Model-1555,Fashion,Kids,Hopscotch,19279.91
1474,Dell Laptops Model-1474,Electronics,Laptops,Dell,2177.8
1463,Samsung Smartphones Model-1463,Electronics,Smartphones,Samsung,32954.61
334,Carter Kids Model-334,Fashion,Kids,Carter,3060.04
115,Google Smartphones Model-115,Electronics,Smartphones,Google,38709.59
994,Hopscotch Kids,123,Kids,Hopscotch,48389.32
1873,Adidas Men Model-1873,Fashion,Men,Adidas,48129.75
1117,Nike Fitness Model-1117,Sports,Fitness,Nike,41335.46
98,Asus Laptops Model-98,Electronics,Laptops,Asus,2490.23
967,OnePlus Smartphones Model-967,Electronics,Smartphones,OnePlus,47254.93
2267,,Electronics,,HP,6721.96
1148,Cosco Indoor Model-1148,Sports,Indoor,Cosco,26697.18
1375,Dell Laptops Model-1375,Electronics,Laptops,Dell,48307.27
676,Prestige Kitchen Model-676,Home,Kitchen,Prestige,49109.78
PROD###,OnePlus Smartphones,Electronics,Smartphones,OnePlus,6070.25
1363,Nike Fitness Model-1363,Sports,Fitness,Nike,23428.0
2898,Sony Accessories,Electronics,INVALID_SUB,Sony,FREE
1585,Puma Men Model-1585,Fashion,Men,Puma,47754.92
1887,Pigeon Kitchen Model-1887,Home,Kitchen,Pigeon,31875.19
1974,NULL,123,Fitness,Nike,22718.66
1752,Nike Fitness Model-1752,Sports,Fitness,Nike,21331.8
594,Ikea Furniture Model-594,Home,Furniture,Ikea,41483.12
647,H&M Women Model-647,Fashion,Women,H&M,29212.19
913,Nike Fitness Model-913,Sports,Fitness,Nike,11873.32
751,HomeCentre Decor Model-751,Home,Decor,HomeCentre,24478.85
2298,,Electronics,Laptops,Asus,
2055,OnePlus Smartphones Model-2055,Electronics,Smartphones,OnePlus,37929.12
812,Google Smartphones Model-812,Electronics,Smartphones,Google,3518.66
576,Cosco Indoor Model-576,Sports,Indoor,Cosco,586.72
1656,Prestige Kitchen Model-1656,Home,Kitchen,Prestige,31297.9
291,HomeCentre Decor Model-291,Home,Decor,HomeCentre,7517.77
2370,Samsung Smartphones,,Smartphones,,15602.42
1369,Nike Fitness Model-1369,Sports,Fitness,Nike,39151.82
995,Logitech Accessories Model-995,Electronics,Accessories,Logitech,23967.92
237,Sony Accessories Model-237,Electronics,Accessories,Sony,16984.78
1338,Puma Men Model-1338,Fashion,Men,Puma,24498.59
433,Boat Accessories Model-433,Electronics,Accessories,Boat,46356.97
2220,,Fashion,Kids,Carter,36868.52
305,Dell Laptops Model-305,Electronics,Laptops,Dell,48007.49
298,Dell Laptops Model-298,Electronics,Laptops,Dell,19181.75
1478,Carter Kids Model-1478,Fashion,Kids,Carter,9637.38
2348,Yonex Indoor,Sports,Indoor,,27977.74
2226,,Sports,Indoor,Cosco,42454.03
1086,Nike Fitness Model-1086,Sports,Fitness,Nike,30855.66
1305,Pigeon Kitchen Model-1305,Home,Kitchen,Pigeon,49615.71
1681,Prestige Kitchen Model-1681,Home,Kitchen,Prestige,33303.72
256,Duroflex Decor Model-256,Home,Decor,Duroflex,28439.46
2305,,Fashion,Men,Puma,
150,Reebok Fitness Model-150,Sports,Fitness,Reebok,13870.35
248,Samsung Smartphones Model-248,Electronics,Smartphones,Samsung,38474.07
ABC123,HomeCentre Decor,Home,Decor,HomeCentre,39736.77
502,Nike Men Model-502,Fashion,Men,Nike,15096.22
1130,HomeCentre Decor Model-1130,Home,Decor,HomeCentre,10147.2
99,Prestige Kitchen Model-99,Home,Kitchen,Prestige,48238.22
2327,Hopscotch Kids,Fashion,Kids,,35292.31
1518,Pigeon Kitchen Model-1518,Home,Kitchen,Pigeon,11993.01
1587,OnePlus Smartphones Model-1587,Electronics,Smartphones,OnePlus,27074.15
2360,,Home,,Pigeon,24664.8
104,Pigeon Kitchen Model-104,Home,Kitchen,Pigeon,12816.97
INVALID,Godrej Furniture,Home,Furniture,Godrej,12424.33
730,Quechua Outdoor Model-730,Sports,Outdoor,Quechua,37182.0
1562,Nike Fitness Model-1562,Sports,Fitness,Nike,41906.48
527,Hopscotch Kids Model-527,Fashion,Kids,Hopscotch,35126.37
381,Levis Women Model-381,Fashion,Women,Levis,35942.55
2151,Ikea Furniture,Home,Furniture,Ikea,
23,Pigeon Kitchen Model-23,Home,Kitchen,Pigeon,5274.78
619,HP Laptops Model-619,Electronics,Laptops,HP,43407.91
747,Nike Fitness Model-747,Sports,Fitness,Nike,41854.81
1214,Wildcraft Outdoor Model-1214,Sports,Outdoor,Wildcraft,12701.58
903,OnePlus Smartphones Model-903,Electronics,Smartphones,OnePlus,1292.78
260,Zara Women Model-260,Fashion,Women,Zara,19074.57
2210,NULL,123,Men,Puma,45949.58
2213,,Fashion,Men,Nike,9219.6
1563,Boat Accessories Model-1563,Electronics,Accessories,Boat,14104.03
73,Yonex Indoor Model-73,Sports,Indoor,Yonex,25921.51
2102,,Sports,,Reebok,1309.3
1078,HomeCentre Decor Model-1078,Home,Decor,HomeCentre,24819.44
698,Quechua Outdoor Model-698,Sports,Outdoor,Quechua,20684.41
1703,HomeCentre Decor,Home,Decor,###,3563.69
1700,Reebok Fitness Model-1700,Sports,Fitness,Reebok,46937.6
421,Yonex Indoor Model-421,Sports,Indoor,Yonex,30597.52
1234,Godrej Furniture Model-1234,Home,Furniture,Godrej,14176.88
677,Apple Smartphones Model-677,Electronics,Smartphones,Apple,8692.22
1832,Dell Laptops Model-1832,Electronics,Laptops,Dell,140.46
1054,Nike Fitness Model-1054,Sports,Fitness,Nike,455.64
609,Godrej Furniture Model-609,Home,Furniture,Godrej,39394.68
2225,Yonex Indoor,Sports,Indoor,,24225.93
2051,Adidas Men Model-2051,Fashion,Men,Adidas,25347.69
972,HomeCentre Decor Model-972,Home,Decor,HomeCentre,45354.29
1340,Nike Fitness Model-1340,Sports,Fitness,Nike,39584.35
1576,Reebok Fitness Model-1576,Sports,Fitness,Reebok,43292.51
526,Samsung Smartphones Model-526,Electronics,Smartphones,Samsung,23747.73
971,Reebok Fitness Model-971,Sports,Fitness,Reebok,29303.35
2131,Godrej Furniture,Home,Furniture,Godrej,FREE
742,Samsung Smartphones Model-742,Electronics,Smartphones,Samsung,25536.97
1458,Yonex Indoor Model-1458,Sports,Indoor,Yonex,14933.37
INVALID,Pigeon Kitchen,###,Kitchen,Pigeon,41135.97
1037,Hopscotch Kids Model-1037,Fashion,Kids,Hopscotch,9378.59
1758,Hopscotch Kids Model-1758,Fashion,Kids,Hopscotch,1571.66
729,Samsung Smartphones Model-729,Electronics,Smartphones,Samsung,40633.76
1464,H&M Women Model-1464,Fashion,Women,H&M,12856.77
3761,Lenovo Laptops,Electronics,Laptops,INVALID_BRAND,19766.22
2381,Quechua Outdoor,,Outdoor,Quechua,34577.11
145,Reebok Fitness Model-145,Sports,Fitness,Reebok,8598.28
143,Carter Kids Model-143,Fashion,Kids,Carter,18941.13
1209,Cosco Indoor Model-1209,Sports,Indoor,Cosco,32248.9
2160,Godrej Furniture,Home,Furniture,,45937.97
684,Pigeon Kitchen Model-684,Home,Kitchen,Pigeon,45802.09
1936,Nike Men Model-1936,Fashion,Men,Nike,41371.25
895,Ikea Furniture Model-895,Home,Furniture,Ikea,30438.06
1353,Ikea Furniture Model-1353,Home,Furniture,Ikea,12566.52
946,Sony Accessories Model-946,Electronics,Accessories,Sony,7591.69
1763,Lenovo Laptops Model-1763,Electronics,Laptops,Lenovo,44093.1
804,Yonex Indoor Model-804,Sports,Indoor,Yonex,37379.03
656,Asus Laptops Model-656,Electronics,Laptops,Asus,30268.54
2209,Zara Women,Fashion,Women,Zara,
2251,Samsung Smartphones,Electronics,Smartphones,,
1876,Nike Men Model-1876,Fashion,Men,Nike,11880.26
1390,Nike Men Model-1390,Fashion,Men,Nike,4813.82
1466,Zara Women Model-1466,Fashion,Women,Zara,17522.08
1188,Nike Fitness Model-1188,Sports,Fitness,Nike,39360.47
3180,Pigeon Kitchen,Home,Kitchen,Pigeon,PRICE
1243,Duroflex Decor Model-1243,Home,Decor,Duroflex,24115.53
1994,Yonex Indoor Model-1994,Sports,Indoor,Yonex,43030.45
1964,Nike Men Model-1964,Fashion,Men,Nike,36444.98
57,Adidas Men Model-57,Fashion,Men,Adidas,3110.11
1118,Hopscotch Kids Model-1118,Fashion,Kids,Hopscotch,5490.28
1106,Reebok Fitness Model-1106,Sports,Fitness,Reebok,45165.81
479,Ikea Furniture,Home,INVALID_SUB,Ikea,-500
1800,HomeCentre Decor Model-1800,Home,Decor,HomeCentre,18000.06
44,Yonex Indoor Model-44,Sports,Indoor,Yonex,26771.54
1532,Godrej Furniture Model-1532,Home,Furniture,Godrej,32192.39
159,Nike Fitness Model-159,Sports,Fitness,Nike,9963.05
1201,Duroflex Decor Model-1201,Home,Decor,Duroflex,6248.89
424,Quechua Outdoor Model-424,Sports,Outdoor,Quechua,45221.6
358,Sony Accessories Model-358,Electronics,Accessories,Sony,34608.65
887,Logitech Accessories Model-887,Electronics,Accessories,Logitech,38289.89
1546,Yonex Indoor Model-1546,Sports,Indoor,Yonex,20247.49
1630,Wildcraft Outdoor Model-1630,Sports,Outdoor,Wildcraft,23240.19
1680,Nike Fitness Model-1680,Sports,Fitness,Nike,22170.09
1834,H&M Women Model-1834,Fashion,Women,H&M,33640.68
916,HP Laptops Model-916,Electronics,Laptops,HP,14238.55
1307,Logitech Accessories Model-1307,Electronics,Accessories,Logitech,1167.37
2219,Nike Fitness,,Fitness,Nike,17909.73
348,Asus Laptops Model-348,Electronics,Laptops,Asus,11192.35
1955,Nike Fitness Model-1955,Sports,Fitness,Nike,10888.76
2140,Nike Fitness,,Fitness,Nike,423.11
1467,Duroflex Decor Model-1467,Home,Decor,Duroflex,20563.71
760,Zara Women Model-760,Fashion,Women,Zara,29873.07
561,12345,Sports,Outdoor,Quechua,40587.38
796,Wildcraft Outdoor Model-796,Sports,Outdoor,Wildcraft,6552.41
638,OnePlus Smartphones Model-638,Electronics,Smartphones,OnePlus,18882.4
958,Zara Women Model-958,Fashion,Women,Zara,29482.46
179,Apple Smartphones Model-179,Electronics,Smartphones,Apple,7740.87
691,Hopscotch Kids Model-691,Fashion,Kids,Hopscotch,40951.02
1962,Dell Laptops Model-1962,Electronics,Laptops,Dell,37770.17
328,Levis Women Model-328,Fashion,Women,Levis,15863.97
2071,Zara Women Model-2071,Fashion,Women,Zara,47551.85
920,Carter Kids Model-920,Fashion,Kids,Carter,23068.09
189,Levis Women Model-189,Fashion,Women,Levis,39675.69
224,Cosco Indoor Model-224,Sports,Indoor,Cosco,4434.92
908,Yonex Indoor Model-908,Sports,Indoor,Yonex,21163.78
55,Hopscotch Kids Model-55,Fashion,Kids,Hopscotch,5441.04
1543,Wildcraft Outdoor Model-1543,Sports,Outdoor,Wildcraft,31489.76
293,Dell Laptops Model-293,Electronics,Laptops,Dell,39614.53
1677,Nike Fitness Model-1677,Sports,Fitness,Nike,49914.2
1359,Ikea Furniture Model-1359,Home,Furniture,Ikea,445.37
817,HP Laptops Model-817,Electronics,Laptops,HP,27213.39
620,Pigeon Kitchen Model-620,Home,Kitchen,Pigeon,25830.46
2398,,Fashion,Kids,Hopscotch,47998.68
528,Carter Kids Model-528,Fashion,Kids,Carter,25478.1
1744,Carter Kids Model-1744,Fashion,Kids,Carter,18925.15
1716,NULL,Sports,Outdoor,Quechua,42240.64
897,Cosco Indoor Model-897,Sports,Indoor,Cosco,32021.38
273,Hopscotch Kids Model-273,Fashion,Kids,Hopscotch,19531.28
91,Samsung Smartphones Model-91,Electronics,Smartphones,Samsung,3538.12
805,Zara Women Model-805,Fashion,Women,Zara,16349.24
ABC123,Ikea Furniture,Home,Furniture,Ikea,7704.6
1941,Ikea Furniture Model-1941,Home,Furniture,Ikea,27573.43
1223,Boat Accessories Model-1223,Electronics,Accessories,Boat,11206.38
1938,Asus Laptops Model-1938,Electronics,Laptops,Asus,41208.96
1689,Prestige Kitchen Model-1689,Home,Kitchen,Prestige,5874.25
2152,,Electronics,Laptops,HP,
1360,Dell Laptops Model-1360,Electronics,Laptops,Dell,1995.95
INVALID,H&M Women,Fashion,Women,H&M,PRICE
2072,Pigeon Kitchen Model-2072,Home,Kitchen,Pigeon,39106.62
35,Lenovo Laptops Model-35,Electronics,Laptops,Lenovo,25778.44
654,Prestige Kitchen Model-654,Home,Kitchen,Prestige,10217.59
1907,Ikea Furniture Model-1907,Home,Furniture,Ikea,47772.34
597,Nike Fitness Model-597,Sports,Fitness,Nike,1806.23
1640,Apple Smartphones Model-1640,Electronics,Smartphones,Apple,25419.14
3238,H&M Women,Fashion,Women,123,2075.56
1713,OnePlus Smartphones Model-1713,Electronics,Smartphones,OnePlus,7371.59
1304,Ikea Furniture Model-1304,Home,Furniture,Ikea,33396.27
1606,Puma Men Model-1606,Fashion,Men,Puma,26811.59
339,OnePlus Smartphones Model-339,Electronics,Smartphones,OnePlus,15232.08
375,Duroflex Decor Model-375,Home,Decor,Duroflex,19236.13
1118,Hopscotch Kids Model-1118,Fashion,Kids,Hopscotch,5490.28
1982,Duroflex Decor Model-1982,Home,Decor,Duroflex,28106.94
822,Google Smartphones Model-822,Electronics,Smartphones,Google,45829.61
490,Hopscotch Kids Model-490,Fashion,Kids,Hopscotch,32112.29
